date	close
5:20	32
5:30	33
5:40	34
5:50	47
6:00	40
6:10	34
6:20	43
6:30	41
6:40	37
6:50	53
7:00	41
7:10	53
7:20	58
7:30	52
7:40	47
7:50	60
8:00	50
8:10	42
8:20	37
8:30	46
8:40	46
8:50	50
9:00	46
9:10	50
9:20	43
9:30	47
9:40	43
9:50	29
10:00	45
10:10	51
10:20	51
10:30	49
10:40	45
10:50	38
11:00	57
11:10	53
11:20	54
11:30	67
11:40	51
11:50	34
12:00	77
12:10	38
12:20	50
12:30	51
12:40	39
12:50	51
13:00	54
13:10	46
13:20	34
13:30	63
13:40	56
13:50	61
14:00	58
14:10	64
14:20	61
14:30	50
14:40	66
14:50	55
15:00	61
15:10	66
15:20	71
15:30	68
15:40	86
15:50	52
16:00	45
16:10	77
16:20	73
16:30	99
16:40	59
16:50	75
17:00	75
17:10	87
17:20	98
17:30	65
17:40	85
17:50	61
18:00	67
18:10	66
18:20	68
18:30	61
18:40	67
18:50	60
19:00	59
19:10	67
19:20	50
19:30	69
19:40	54
19:50	53
20:00	58
20:10	30
20:20	57
20:30	55
20:40	56
20:50	59
21:00	48
21:10	38
21:20	40
21:40	38
21:50	44
22:00	41
22:10	50
22:20	40
22:30	30
22:40	46
22:50	37
23:00	42
23:10	37
23:20	43
23:30	34
23:40	40
23:50	62
