RouteName,RouteDirection,AvgStartTime,AvgSch,AvgAct,AvgDiff
71,Inbound,310,20.0,19.775,-0.225
71,Inbound,320,20.0,19.825,-0.175
71,Inbound,330,20.0,20.033333333333335,0.03333333333333333
71,Inbound,340,20.0,20.675,0.675
71,Inbound,350,15.333333333333334,14.333333333333334,-1.0
71,Inbound,360,11.333333333333334,11.366666666666667,0.03333333333333333
71,Inbound,370,8.166666666666666,8.133333333333333,-0.03333333333333333
71,Inbound,380,7.0,6.972727272727273,-0.02727272727272727
71,Inbound,390,7.125,7.9125,0.7875
71,Inbound,400,7.3,7.68,0.38
71,Inbound,410,7.989795918367347,7.3520408163265305,-0.6377551020408163
71,Inbound,420,9.102941176470589,8.566176470588236,-0.5367647058823529
71,Inbound,430,8.205128205128204,8.75,0.5448717948717948
71,Inbound,440,8.803370786516854,9.185393258426966,0.38202247191011235
71,Inbound,450,8.50943396226415,9.40251572327044,0.8930817610062893
71,Inbound,460,8.248730964467006,8.269035532994923,0.02030456852791878
71,Inbound,470,7.503225806451613,7.058064516129032,-0.44516129032258067
71,Inbound,480,7.063953488372093,7.412790697674419,0.3488372093023256
71,Inbound,490,6.545893719806763,7.009661835748792,0.463768115942029
71,Inbound,500,6.546218487394958,6.571428571428571,0.025210084033613446
71,Inbound,510,7.729559748427673,7.911949685534591,0.18238993710691823
71,Inbound,520,7.75,7.375,-0.375
71,Inbound,530,7.041450777202073,7.512953367875648,0.47150259067357514
71,Inbound,540,4.802768166089965,5.567474048442906,0.7647058823529411
71,Inbound,550,6.286384976525822,5.633802816901408,-0.6525821596244131
71,Inbound,560,7.9869281045751634,8.084967320261438,0.09803921568627451
71,Inbound,570,9.08,7.566666666666666,-1.5133333333333334
71,Inbound,580,10.102189781021897,9.24087591240876,-0.8613138686131386
71,Inbound,590,12.17094017094017,13.675213675213675,1.5042735042735043
71,Inbound,600,13.758620689655173,16.155172413793103,2.396551724137931
71,Inbound,610,15.0,14.031578947368422,-0.968421052631579
71,Inbound,620,15.0,11.64655172413793,-3.353448275862069
71,Inbound,630,15.0,14.8,-0.2
71,Inbound,640,15.0,15.436781609195402,0.4367816091954023
71,Inbound,650,15.0,15.205607476635514,0.205607476635514
71,Inbound,660,15.0,16.11864406779661,1.11864406779661
71,Inbound,670,15.0,15.947916666666666,0.9479166666666666
71,Inbound,680,15.0,14.0,-1.0
71,Inbound,690,15.0,16.655172413793103,1.6551724137931034
71,Inbound,700,15.0,16.043956043956044,1.043956043956044
71,Inbound,710,15.0,13.55084745762712,-1.4491525423728813
71,Inbound,720,15.0,16.90740740740741,1.9074074074074074
71,Inbound,730,15.0,16.558139534883722,1.558139534883721
71,Inbound,740,15.0,14.782608695652174,-0.21739130434782608
71,Inbound,750,15.0,13.410714285714286,-1.5892857142857142
71,Inbound,760,15.303030303030303,14.353535353535353,-0.9494949494949495
71,Inbound,770,15.521739130434783,16.234782608695653,0.7130434782608696
71,Inbound,780,15.263157894736842,15.789473684210526,0.5263157894736842
71,Inbound,790,15.0,14.75268817204301,-0.24731182795698925
71,Inbound,800,15.0,15.175,0.175
71,Inbound,810,15.0,13.966101694915254,-1.0338983050847457
71,Inbound,820,15.242424242424242,14.252525252525253,-0.98989898989899
71,Inbound,830,14.486486486486486,14.495495495495495,0.009009009009009009
71,Inbound,840,13.10989010989011,14.67032967032967,1.5604395604395604
71,Inbound,850,12.27536231884058,14.478260869565217,2.2028985507246377
71,Inbound,860,11.969072164948454,14.505154639175258,2.536082474226804
71,Inbound,870,10.389312977099237,9.648854961832061,-0.7404580152671756
71,Inbound,880,10.0,11.353846153846154,1.353846153846154
71,Inbound,890,10.852713178294573,9.806201550387597,-1.0465116279069768
71,Inbound,900,9.120481927710843,9.801204819277109,0.6807228915662651
71,Inbound,910,8.485915492957746,8.126760563380282,-0.3591549295774648
71,Inbound,920,9.031007751937985,8.077519379844961,-0.9534883720930233
71,Inbound,930,10.108108108108109,9.846846846846846,-0.26126126126126126
71,Inbound,940,10.253623188405797,11.398550724637682,1.144927536231884
71,Inbound,950,10.716666666666667,10.691666666666666,-0.025
71,Inbound,960,11.090909090909092,11.766233766233766,0.6753246753246753
71,Inbound,970,10.173076923076923,7.5,-2.673076923076923
71,Inbound,980,10.24793388429752,9.743801652892563,-0.5041322314049587
71,Inbound,990,10.236220472440944,9.700787401574804,-0.5354330708661418
71,Inbound,1000,9.933333333333334,12.247619047619047,2.3142857142857145
71,Inbound,1010,10.09433962264151,10.68867924528302,0.5943396226415094
71,Inbound,1020,10.35344827586207,10.939655172413794,0.5862068965517241
71,Inbound,1030,11.12781954887218,12.210526315789474,1.0827067669172932
71,Inbound,1040,10.4,7.912,-2.488
71,Inbound,1050,10.133333333333333,9.733333333333333,-0.4
71,Inbound,1060,9.183098591549296,10.309859154929578,1.1267605633802817
71,Inbound,1070,8.5234375,9.2734375,0.75
71,Inbound,1080,7.9411764705882355,10.219251336898395,2.27807486631016
71,Inbound,1090,8.9079754601227,8.16564417177914,-0.7423312883435583
71,Inbound,1100,9.395522388059701,8.64179104477612,-0.753731343283582
71,Inbound,1110,9.13768115942029,7.6521739130434785,-1.4855072463768115
71,Inbound,1120,9.370967741935484,9.403225806451612,0.03225806451612903
71,Inbound,1130,8.289855072463768,7.594202898550725,-0.6956521739130435
71,Inbound,1140,7.920529801324503,7.470198675496689,-0.4503311258278146
71,Inbound,1150,8.661654135338345,8.87218045112782,0.21052631578947367
71,Inbound,1160,10.691176470588236,10.367647058823529,-0.3235294117647059
