date	close
4:50	2.60
5:00	1.20
5:10	2.30
5:20	2.23
5:30	2.22
5:40	3.58
5:50	4.46
6:00	2.70
6:10	3.43
6:20	2.54
6:30	4.24
6:40	3.04
6:50	8.71
7:00	4.31
7:10	2.94
7:20	4.08
7:30	3.37
7:40	3.16
7:50	9.87
8:00	4.19
8:10	3.66
8:20	5.55
8:30	4.46
8:40	4.36
8:50	2.54
9:00	4.38
9:10	4.88
9:20	5.25
9:30	2.82
9:40	3.62
9:50	3.82
10:00	2.11
10:10	3.54
10:20	6.66
10:30	3.50
10:40	2.97
10:50	3.69
11:00	2.27
11:10	3.20
11:20	5.92
11:30	7.42
11:40	3.85
11:50	3.33
12:00	6.02
12:10	6.43
12:20	2.00
12:30	3.29
12:40	3.07
12:50	5.76
13:00	6.95
13:10	7.98
13:20	3.50
13:30	7.01
13:40	5.35
13:50	9.07
14:00	2.71
14:10	7.29
14:20	4.03
14:30	2.35
14:40	5.36
14:50	4.99
15:00	4.48
15:10	5.35
15:20	6.09
15:30	9.43
15:40	6.35
15:50	4.66
16:00	6.82
16:10	5.54
16:20	3.37
16:30	4.11
16:40	5.35
16:50	9.56
17:00	3.60
17:10	9.14
17:20	4.50
17:30	9.24
17:40	5.87
17:50	3.74
18:00	7.79
18:10	2.86
18:20	3.71
18:30	6.42
18:40	6.91
18:50	4.92
19:00	3.84
19:10	4.12
19:20	2.94
19:30	2.75
19:40	3.50
19:50	2.82
20:00	5.18
20:10	1.80
20:20	3.58
20:30	3.34
20:40	5.80
20:50	5.08
21:00	4.26
21:20	3.52
21:30	4.10
21:50	2.99
22:00	3.51
22:10	5.10
22:20	3.25
22:30	1.70
22:40	3.28
22:50	11.90
23:00	2.77
23:10	8.10
23:20	2.43
23:30	1.90
23:40	4.74
23:50	7.80
