date	close
5:00	2.01
5:20	3.99
5:40	2.61
6:00	3.65
6:10	3.58
6:20	4.51
6:30	5.94
6:40	4.26
6:50	3.46
7:00	3.69
7:10	3.72
7:20	4.97
7:30	5.55
7:40	5.07
7:50	4.91
8:00	6.10
8:10	6.35
8:20	4.75
8:30	7.17
8:40	5.50
8:50	4.22
9:00	8.53
9:10	5.53
9:30	4.48
9:40	5.15
9:50	3.53
10:00	5.41
10:10	4.99
10:20	5.22
10:30	3.36
10:40	6.22
10:50	4.04
11:00	3.31
11:20	6.52
11:30	3.83
11:40	7.52
11:50	5.99
12:00	5.61
12:10	5.54
12:20	4.84
12:30	4.55
12:40	7.97
12:50	6.49
13:00	8.12
13:10	3.90
13:20	7.74
13:30	6.36
13:40	10.46
13:50	3.37
14:00	7.77
14:10	5.79
14:20	6.32
14:30	7.01
14:40	8.81
14:50	4.47
15:00	5.17
15:10	9.86
15:20	4.43
15:30	12.03
15:40	8.48
15:50	8.98
16:00	7.32
16:10	6.44
16:20	11.14
16:30	4.48
16:40	3.78
16:50	8.39
17:00	11.49
17:10	12.35
17:30	7.19
17:40	14.88
17:50	9.00
18:00	7.75
18:10	6.01
18:20	10.03
18:30	13.25
18:40	1.71
18:50	17.50
19:00	10.13
19:10	6.15
19:20	12.70
19:30	5.06
19:40	7.34
19:50	10.81
20:00	11.34
20:10	5.35
20:20	6.90
20:30	7.14
20:40	8.59
20:50	6.21
21:00	3.50
21:20	13.93
21:30	6.64
21:40	7.62
22:00	4.19
22:10	5.67
22:30	6.62
22:50	4.08
23:00	2.38
23:10	4.39
23:20	6.50
23:30	4.29
23:50	5.47
