date	close
4:50	2.05
5:00	3.50
5:10	1.63
5:20	1.68
5:30	1.98
5:40	2.35
5:50	2.23
6:00	2.27
6:10	1.90
6:20	2.26
6:30	2.52
6:40	3.33
6:50	2.72
7:00	3.34
7:10	4.47
7:20	3.62
7:30	3.87
7:40	3.04
7:50	4.26
8:00	4.77
8:10	2.85
8:20	2.60
8:30	2.95
8:40	2.78
8:50	2.84
9:00	2.38
9:10	2.46
9:20	3.10
9:30	2.76
9:40	2.00
9:50	2.84
10:00	3.19
10:10	5.42
10:20	3.07
10:30	3.56
10:40	3.17
10:50	5.82
11:00	5.45
11:10	4.89
11:20	3.23
11:30	3.32
11:40	1.33
11:50	3.19
12:00	3.00
12:10	2.60
12:20	2.83
12:30	2.72
12:40	3.08
12:50	2.26
13:00	4.00
13:10	3.22
13:20	4.58
13:30	4.42
13:40	2.21
14:00	3.99
14:10	6.97
14:20	5.80
14:30	3.02
14:40	4.10
14:50	5.33
15:00	10.19
15:10	4.91
15:20	2.37
15:30	3.36
15:40	6.34
15:50	3.65
16:00	3.83
16:10	3.89
16:20	4.53
16:30	4.43
16:40	3.18
16:50	3.20
17:00	3.15
17:10	3.71
17:20	3.80
17:30	4.48
17:40	2.60
17:50	4.15
18:00	3.14
18:10	3.37
18:20	2.55
18:30	2.61
18:40	2.66
18:50	1.93
19:00	1.94
19:10	2.41
19:20	2.67
19:30	3.27
19:40	2.00
19:50	3.11
20:00	3.16
20:10	7.69
20:20	1.47
20:30	3.53
20:50	3.44
21:10	4.93
21:20	3.23
21:40	1.77
21:50	4.54
22:00	7.00
22:10	1.69
22:20	1.99
22:30	1.40
22:40	4.19
22:50	2.01
23:10	5.13
23:20	2.71
23:40	2.45
