date	close
5:20	35
5:30	34
5:40	44
5:50	39
6:00	45
6:10	33
6:20	42
6:30	41
6:40	34
6:50	43
7:00	37
7:10	43
7:20	50
7:30	44
7:40	50
7:50	59
8:00	49
8:10	48
8:20	59
8:30	49
8:40	45
8:50	61
9:00	46
9:10	53
9:20	48
9:30	51
9:40	47
10:00	68
10:10	35
10:20	42
10:30	41
10:40	44
10:50	30
11:00	66
11:10	39
11:20	55
11:30	50
11:40	46
12:00	47
12:10	52
12:20	52
12:30	65
12:40	38
12:50	55
13:00	72
13:10	44
13:20	31
13:30	46
13:40	48
13:50	51
14:00	74
14:10	35
14:20	51
14:30	73
14:40	59
14:50	54
15:00	65
15:10	61
15:20	78
15:30	53
15:40	58
15:50	56
16:10	61
16:20	58
16:30	62
16:40	63
16:50	66
17:00	64
17:10	81
17:20	90
17:30	65
17:40	62
17:50	46
18:00	60
18:10	55
18:20	71
18:30	52
18:40	60
18:50	70
19:00	51
19:10	53
19:20	59
19:30	55
19:40	53
19:50	71
20:00	57
20:10	72
20:20	71
20:30	55
20:40	63
20:50	60
21:00	48
21:10	41
21:20	53
21:30	29
21:40	45
21:50	48
22:00	42
22:10	44
22:20	51
22:30	27
22:40	45
22:50	61
23:00	48
23:10	45
23:20	49
23:30	48
23:40	39
23:50	38
