date	close
3:20	19
3:50	26
5:00	18
5:10	25
5:20	28
5:30	14
5:40	25
5:50	29
6:00	28
6:10	29
6:20	28
6:30	27
6:40	28
6:50	33
7:00	34
7:10	29
7:20	31
7:30	39
7:40	30
7:50	29
8:00	31
8:10	32
8:20	38
8:30	33
8:40	32
8:50	35
9:00	35
9:10	35
9:20	38
9:30	40
9:40	35
9:50	41
10:00	44
10:20	42
10:30	48
10:40	52
10:50	76
11:00	24
11:10	41
11:20	36
11:40	44
12:00	40
12:10	42
12:20	36
12:30	54
12:40	31
12:50	51
13:00	48
13:20	39
13:40	50
13:50	39
14:00	45
14:10	47
14:20	40
14:30	42
14:40	46
14:50	38
15:00	41
15:10	44
15:20	39
15:30	40
15:40	36
15:50	33
16:00	33
16:10	35
16:20	41
16:30	40
16:40	35
16:50	35
17:00	39
17:10	34
17:20	33
17:30	34
17:40	34
17:50	37
18:00	30
18:10	33
18:20	30
18:30	35
18:40	31
18:50	32
19:00	33
19:10	33
19:20	26
19:30	41
19:40	29
19:50	46
20:00	27
20:10	49
20:20	30
20:30	47
20:40	22
20:50	45
21:00	36
21:10	45
21:20	26
21:30	48
21:40	29
21:50	39
22:00	31
22:10	44
22:20	31
22:30	37
22:40	24
22:50	44
23:00	21
23:10	39
23:20	25
23:30	38
23:40	25
23:50	45
