date	close
5:20	2.60
5:30	9.50
6:00	2.92
6:10	4.88
6:30	6.12
6:50	4.06
7:00	3.76
7:10	7.34
7:20	5.26
7:30	6.33
7:40	6.79
7:50	6.43
8:00	7.17
8:10	8.80
8:20	7.42
8:30	4.51
8:50	2.60
9:00	15.67
9:10	4.83
9:30	3.17
9:40	3.67
10:00	4.48
10:20	0.83
10:30	7.94
10:50	3.17
11:00	4.99
11:20	11.50
11:30	8.74
11:50	4.50
12:00	7.92
12:20	5.33
12:30	11.59
12:50	4.33
13:00	9.22
13:20	5.13
13:40	6.73
13:50	6.00
14:00	12.26
14:20	2.67
14:30	8.26
14:50	5.71
15:10	7.70
15:20	4.83
15:30	8.06
15:50	5.52
16:10	6.41
16:20	14.00
16:30	6.42
16:40	9.83
16:50	6.67
17:10	10.29
17:20	4.33
17:30	5.50
17:40	13.68
17:50	4.30
18:00	5.60
18:10	12.91
18:20	6.00
18:30	6.44
18:50	3.20
19:00	3.89
19:20	3.28
19:30	6.93
19:40	5.66
20:00	1.33
20:10	4.99
20:20	3.17
20:40	1.17
20:50	3.64
21:00	4.96
21:20	5.04
21:30	3.51
21:40	2.58
22:00	1.50
22:10	3.68
22:40	2.33
22:50	5.82
23:20	1.67
23:30	3.19
