date	close
5:20	3.06
5:40	4.24
6:00	3.00
6:10	3.54
6:20	3.33
6:30	4.20
6:40	3.41
6:50	3.90
7:00	2.94
7:10	4.01
7:20	5.37
7:30	3.02
7:40	3.02
7:50	4.90
8:00	4.30
8:10	5.98
8:20	5.70
8:30	10.37
8:40	3.44
8:50	3.39
9:00	4.82
9:20	5.32
9:30	3.77
9:40	7.78
9:50	9.91
10:00	3.46
10:20	3.14
10:30	5.08
10:40	6.02
11:00	7.98
11:10	5.99
11:20	6.56
11:30	7.23
11:40	6.37
11:50	8.93
12:00	3.44
12:10	4.82
12:20	10.05
12:40	6.55
12:50	7.65
13:00	16.11
13:10	5.13
13:20	8.87
13:30	17.00
13:40	6.75
13:50	4.25
14:10	11.70
14:20	8.40
14:30	4.11
14:40	11.89
14:50	7.82
15:00	2.67
15:10	6.34
15:20	10.40
15:40	4.90
15:50	6.82
16:00	19.44
16:10	5.99
16:20	8.02
16:30	10.28
16:40	7.49
16:50	8.28
17:00	6.59
17:10	12.78
17:20	8.40
17:30	3.99
17:40	6.90
17:50	6.79
18:00	6.42
18:10	3.97
18:20	8.73
18:30	3.76
18:40	4.03
19:00	3.85
19:10	5.43
19:20	1.67
19:30	2.98
19:40	7.67
19:50	3.54
20:00	3.46
20:20	3.60
20:40	9.26
21:00	5.38
21:10	4.33
21:20	10.00
21:30	5.57
21:40	21.67
21:50	3.60
22:00	3.39
22:20	7.53
22:40	4.09
23:00	8.04
23:20	10.24
23:40	10.95
