date	close
4:50	41
5:10	31
5:30	33
5:40	50
5:50	37
6:00	50
6:10	37
6:20	57
6:30	40
6:40	52
6:50	61
7:00	39
7:10	48
7:20	48
7:30	44
7:40	43
7:50	49
8:00	45
8:10	57
8:20	57
8:30	55
8:40	52
8:50	51
9:00	43
9:10	68
9:20	65
9:30	23
9:40	61
9:50	49
10:00	53
10:10	52
10:20	56
10:30	52
10:40	49
10:50	55
11:00	52
11:20	57
11:30	70
11:40	48
11:50	69
12:00	54
12:10	61
12:20	72
12:30	62
12:50	55
13:00	68
13:10	54
13:20	78
13:30	55
13:40	58
13:50	76
14:00	64
14:10	72
14:20	48
14:30	87
14:40	73
14:50	76
15:00	58
15:10	52
15:20	77
15:30	64
15:40	90
15:50	65
16:00	53
16:10	82
16:20	66
16:30	56
16:40	78
16:50	79
17:00	76
17:10	53
17:20	53
17:30	75
17:40	55
17:50	56
18:00	69
18:10	55
18:20	64
18:30	49
18:40	50
18:50	60
19:00	53
19:10	47
19:30	49
19:40	70
19:50	49
20:10	48
20:20	68
20:30	35
20:40	65
20:50	45
21:10	49
21:20	63
21:30	29
21:40	53
21:50	47
22:10	49
22:30	42
22:40	53
22:50	30
23:00	59
23:10	30
23:20	43
23:30	25
23:40	46
23:50	36
