date	close
5:10	3.02
5:30	2.60
5:50	3.03
6:00	3.91
6:20	2.22
6:30	2.51
6:40	3.73
6:50	3.01
7:00	3.32
7:10	3.40
7:20	5.68
7:30	3.83
7:40	3.62
7:50	3.77
8:00	6.16
8:10	3.44
8:20	4.22
8:30	5.17
8:40	4.88
8:50	7.25
9:00	4.27
9:10	2.63
9:20	4.05
9:30	3.82
9:40	3.78
9:50	3.86
10:10	5.23
10:20	4.78
10:30	5.92
10:50	4.32
11:00	4.41
11:20	2.43
11:30	3.80
11:50	3.95
12:00	5.08
12:20	4.79
12:30	6.51
12:50	6.82
13:00	5.18
13:20	6.68
13:30	5.61
13:50	4.15
14:00	9.43
14:10	9.21
14:20	5.93
14:40	7.20
14:50	8.05
15:00	6.06
15:10	8.51
15:20	4.76
15:30	8.98
15:50	7.51
