date	close
5:10	2.42
5:20	1.78
5:30	1.77
5:40	3.18
6:00	5.36
6:10	3.61
6:20	3.33
6:30	1.70
6:40	2.56
6:50	3.21
7:00	2.22
7:10	3.03
7:20	5.56
7:30	2.67
7:40	4.02
7:50	3.91
8:00	2.43
8:10	4.53
8:20	3.91
8:30	5.00
8:40	4.85
8:50	6.07
9:00	5.26
9:10	5.78
9:20	5.76
9:30	2.91
9:40	7.06
9:50	3.23
10:00	3.98
10:10	2.43
10:20	2.71
10:30	3.11
10:40	5.42
10:50	3.30
11:00	2.68
11:10	3.28
11:20	2.64
11:30	2.02
11:40	2.16
12:00	2.37
12:10	4.79
12:20	3.12
12:30	3.02
12:40	4.12
12:50	1.88
13:00	3.16
13:10	2.93
13:20	4.24
13:30	5.19
13:40	4.93
13:50	3.14
14:00	4.02
14:10	3.78
14:20	2.37
14:30	1.89
14:40	3.75
14:50	3.15
15:00	6.24
15:10	5.73
15:20	7.18
15:30	5.44
15:40	4.54
15:50	3.19
16:00	2.13
16:10	2.10
16:20	2.32
16:30	4.54
16:40	8.89
16:50	7.81
17:00	6.07
17:10	6.93
17:20	4.65
17:30	4.80
17:40	4.86
17:50	6.15
18:00	4.78
18:10	6.32
18:20	15.99
18:30	6.11
18:40	5.16
18:50	5.06
19:00	2.83
19:10	3.31
19:20	6.45
19:30	3.47
19:40	3.27
19:50	4.48
20:00	2.85
20:10	3.09
20:20	3.40
20:30	1.80
20:40	2.58
20:50	2.69
21:00	1.67
21:10	3.13
21:20	2.61
21:30	2.24
21:40	3.17
21:50	3.70
22:00	3.44
22:10	1.56
22:20	2.23
22:30	2.38
22:40	2.78
22:50	3.38
23:00	2.36
23:10	2.78
23:20	2.07
23:30	0.88
23:40	2.41
23:50	3.39
