date	close
6:30	2.75
6:40	3.22
6:50	5.28
7:00	4.82
7:10	4.56
7:20	3.90
7:30	4.07
7:40	5.24
7:50	6.66
8:00	4.04
8:10	6.45
8:20	3.80
8:30	6.47
8:40	5.06
8:50	5.91
9:00	5.82
9:10	5.14
9:20	4.93
9:40	3.82
9:50	4.49
10:00	3.40
10:20	6.06
10:30	5.48
10:40	4.89
10:50	5.04
11:00	5.67
11:20	6.43
11:30	4.27
11:40	3.67
11:50	6.39
12:00	4.16
12:10	3.67
12:20	4.03
12:30	4.33
12:50	4.99
13:00	3.26
13:20	5.01
13:30	5.15
13:40	7.22
13:50	6.32
14:00	7.96
14:10	4.53
14:30	5.81
14:40	5.65
14:50	4.61
15:00	7.31
15:10	5.52
15:20	5.01
15:30	4.41
15:40	4.76
15:50	4.20
16:00	7.99
16:10	5.08
16:20	6.71
16:30	5.99
16:40	7.06
16:50	6.66
17:00	5.59
17:10	6.03
17:20	6.20
17:30	4.53
17:40	6.77
17:50	4.53
18:00	6.64
18:10	5.56
18:20	5.96
18:30	5.15
18:40	5.77
18:50	5.76
19:00	4.81
19:10	4.72
19:20	3.50
19:30	5.51
19:40	4.63
19:50	4.82
20:00	5.20
20:10	4.51
20:30	3.47
20:40	3.76
20:50	4.30
21:00	3.58
21:20	4.56
21:30	5.71
21:40	4.55
22:00	4.79
22:10	4.89
22:20	3.17
22:40	4.66
22:50	3.04
23:00	4.23
23:10	5.40
23:20	6.89
23:30	5.08
23:40	4.34
23:50	2.86
3:20	3.40
3:50	3.77
5:10	2.66
5:20	2.93
5:40	2.63
5:50	1.70
