date	close
3:20	21
3:50	27
4:50	14
5:10	23
5:20	27
5:30	25
5:40	26
5:50	28
6:00	25
6:10	30
6:20	24
6:30	28
6:40	32
6:50	34
7:00	38
7:10	34
7:20	34
7:30	37
7:40	37
7:50	38
8:00	35
8:10	35
8:20	42
8:30	46
8:40	41
8:50	40
9:00	40
9:10	40
9:20	42
9:30	42
9:40	29
9:50	46
10:00	47
10:20	47
10:30	49
10:40	42
10:50	49
11:00	39
11:10	45
11:20	46
11:40	38
12:00	37
12:10	52
12:20	40
12:40	41
12:50	48
13:00	48
13:20	44
13:40	45
13:50	48
14:00	44
14:10	43
14:20	40
14:30	56
14:40	49
14:50	46
15:00	39
15:10	48
15:20	39
15:30	36
15:40	48
15:50	47
16:00	35
16:10	51
16:20	46
16:30	49
16:40	36
16:50	78
17:00	51
17:10	51
17:20	70
17:30	38
17:40	59
17:50	49
18:00	54
18:10	67
18:20	39
18:30	33
18:40	30
18:50	36
19:00	35
19:10	46
19:20	38
19:30	51
19:40	22
19:50	40
20:00	28
20:10	54
20:20	30
20:30	50
20:40	31
20:50	53
21:00	31
21:10	40
21:20	29
21:30	40
21:40	18
21:50	44
22:00	28
22:10	40
22:20	25
22:30	37
22:40	24
22:50	52
23:00	31
23:10	43
23:20	24
23:30	41
23:40	23
23:50	35
