date	close
5:40	4.21
6:00	2.85
6:10	2.58
6:30	2.60
6:50	3.68
7:00	2.01
7:10	2.91
7:20	3.61
7:30	4.66
7:40	4.52
7:50	6.37
8:00	3.85
8:10	3.85
8:20	3.78
8:30	5.86
8:40	4.15
8:50	3.98
9:00	3.94
9:10	5.04
9:20	6.26
9:30	5.99
9:40	3.73
9:50	5.99
10:00	8.64
10:10	3.78
10:20	3.53
10:30	3.89
10:40	4.97
10:50	4.85
11:00	5.40
11:10	4.24
11:20	4.97
11:30	5.52
11:50	4.24
12:00	4.49
12:10	4.29
12:20	4.35
12:30	6.13
12:40	5.48
12:50	3.80
13:00	5.86
13:10	5.35
13:20	5.32
13:30	4.32
13:40	7.27
13:50	5.64
14:00	6.95
14:10	4.57
14:20	3.95
14:30	6.14
14:40	7.59
14:50	6.74
15:00	5.96
15:10	9.36
15:20	12.07
15:30	5.97
15:40	7.35
15:50	9.65
16:00	6.77
16:10	8.48
16:20	8.80
16:30	6.19
16:40	6.71
16:50	12.78
17:00	10.44
17:10	17.28
17:20	5.40
17:30	8.12
17:40	7.24
17:50	6.30
18:00	7.78
18:10	7.12
18:20	5.42
18:30	4.67
18:40	5.97
18:50	5.57
19:00	9.46
19:10	3.58
19:20	5.72
19:30	3.54
19:50	4.47
20:00	4.93
20:10	4.32
20:20	3.95
20:40	5.13
21:00	5.50
21:20	5.92
21:40	3.98
22:00	4.33
22:20	6.25
22:40	3.85
23:00	3.41
23:20	5.39
23:40	3.57
