date	close
5:10	44
5:30	34
5:50	35
6:00	30
6:10	43
6:20	39
6:30	44
6:40	32
6:50	53
7:00	23
7:10	44
7:20	26
7:30	41
7:40	25
7:50	41
8:00	40
8:20	39
8:30	29
8:40	45
9:00	48
9:30	54
9:40	38
10:00	59
10:10	33
10:30	54
10:50	36
11:00	63
11:20	43
11:30	76
12:00	55
12:30	61
12:40	55
12:50	69
13:10	48
13:30	51
13:50	52
14:10	69
14:20	55
14:30	68
14:50	56
15:00	40
15:10	62
15:30	80
15:40	29
16:00	67
16:10	53
16:30	73
16:50	35
17:00	60
17:10	3
17:20	57
17:30	35
17:40	68
18:00	42
18:30	30
18:40	52
19:00	36
19:10	31
19:20	67
19:30	36
19:50	28
20:00	39
20:10	43
20:30	18
20:40	44
21:00	22
21:10	30
21:20	40
21:30	17
22:00	40
22:40	36
23:20	35
