RouteName,RouteDirection,AvgStartTime,AvgSch,AvgAct,AvgDiff
15,Inbound,200,30.0,26.375,-3.625
15,Inbound,210,28.75,29.011904761904763,0.2619047619047619
15,Inbound,220,29.0,28.476190476190474,-0.5238095238095238
15,Inbound,240,69.5,68.7439024390244,-0.7560975609756098
15,Inbound,310,14.0,13.058823529411764,-0.9411764705882353
15,Inbound,320,14.642857142857142,16.339285714285715,1.6964285714285714
15,Inbound,330,15.0,17.428571428571427,2.4285714285714284
15,Inbound,340,17.1,14.64,-2.46
15,Inbound,350,13.968253968253968,12.904761904761905,-1.0634920634920635
15,Inbound,360,12.454545454545455,11.757575757575758,-0.696969696969697
15,Inbound,370,12.201923076923077,13.0,0.7980769230769231
15,Inbound,380,7.723577235772358,8.121951219512194,0.3983739837398374
15,Inbound,390,4.446808510638298,4.617021276595745,0.1702127659574468
15,Inbound,400,5.039145907473309,5.935943060498221,0.896797153024911
15,Inbound,410,6.2706766917293235,6.071428571428571,-0.19924812030075187
15,Inbound,420,4.981481481481482,4.222222222222222,-0.7592592592592593
15,Inbound,430,3.6972972972972973,3.3405405405405406,-0.3567567567567568
15,Inbound,440,5.8647342995169085,6.111111111111111,0.2463768115942029
15,Inbound,450,6.235023041474655,6.788018433179723,0.5529953917050692
15,Inbound,460,6.676300578034682,6.161849710982659,-0.5144508670520231
15,Inbound,470,7.17741935483871,7.150537634408602,-0.026881720430107527
15,Inbound,480,7.142857142857143,8.480519480519481,1.3376623376623376
15,Inbound,490,7.3293413173652695,7.431137724550898,0.10179640718562874
15,Inbound,500,7.378947368421053,6.21578947368421,-1.1631578947368422
15,Inbound,510,6.948529411764706,8.022058823529411,1.0735294117647058
15,Inbound,520,8.134078212290502,7.5083798882681565,-0.6256983240223464
15,Inbound,530,9.1875,9.833333333333334,0.6458333333333334
15,Inbound,540,11.317073170731707,10.43089430894309,-0.8861788617886179
15,Inbound,550,11.86,10.82,-1.04
15,Inbound,560,12.79611650485437,12.650485436893204,-0.14563106796116504
15,Inbound,570,14.758620689655173,15.043103448275861,0.28448275862068967
15,Inbound,580,16.333333333333332,17.56140350877193,1.2280701754385965
15,Inbound,590,18.721153846153847,18.0,-0.7211538461538461
15,Inbound,600,17.09090909090909,18.795454545454547,1.7045454545454546
15,Inbound,610,16.40506329113924,18.39240506329114,1.9873417721518987
15,Inbound,620,18.37037037037037,17.160493827160494,-1.2098765432098766
15,Inbound,630,18.285714285714285,16.523809523809526,-1.7619047619047619
15,Inbound,640,19.71014492753623,17.797101449275363,-1.9130434782608696
15,Inbound,650,18.612244897959183,17.979591836734695,-0.6326530612244898
15,Inbound,660,16.0,14.057142857142857,-1.9428571428571428
15,Inbound,670,15.833333333333334,18.8125,2.9791666666666665
15,Inbound,680,16.916666666666668,17.375,0.4583333333333333
15,Inbound,690,15.848101265822784,17.17721518987342,1.3291139240506329
15,Inbound,700,18.49438202247191,16.49438202247191,-2.0
15,Inbound,710,17.152542372881356,15.271186440677965,-1.88135593220339
15,Inbound,720,19.144927536231883,19.347826086956523,0.2028985507246377
15,Inbound,730,17.966666666666665,17.444444444444443,-0.5222222222222223
15,Inbound,740,18.50632911392405,17.962025316455698,-0.5443037974683544
15,Inbound,750,16.484848484848484,15.5,-0.9848484848484849
15,Inbound,760,15.241379310344827,14.775862068965518,-0.46551724137931033
15,Inbound,770,17.853658536585368,16.0,-1.853658536585366
15,Inbound,780,17.691176470588236,18.705882352941178,1.0147058823529411
15,Inbound,790,16.308641975308642,17.185185185185187,0.8765432098765432
15,Inbound,800,16.486486486486488,17.10810810810811,0.6216216216216216
15,Inbound,810,16.32323232323232,17.505050505050505,1.1818181818181819
15,Inbound,820,13.213333333333333,14.813333333333333,1.6
15,Inbound,830,12.5,12.60377358490566,0.10377358490566038
15,Inbound,840,12.264367816091953,12.482758620689655,0.21839080459770116
15,Inbound,850,12.262295081967213,13.180327868852459,0.9180327868852459
15,Inbound,860,11.40983606557377,11.065573770491802,-0.3442622950819672
15,Inbound,870,11.733870967741936,12.483870967741936,0.75
15,Inbound,880,12.038461538461538,13.115384615384615,1.0769230769230769
15,Inbound,890,12.23,12.1,-0.13
15,Inbound,900,10.70796460176991,10.814159292035399,0.10619469026548672
15,Inbound,910,9.722689075630251,10.193277310924369,0.47058823529411764
15,Inbound,920,7.489795918367347,7.1768707482993195,-0.3129251700680272
15,Inbound,930,8.717948717948717,7.863247863247863,-0.8547008547008547
15,Inbound,940,8.9140625,9.0859375,0.171875
15,Inbound,950,11.00909090909091,11.454545454545455,0.44545454545454544
15,Inbound,960,10.357798165137615,11.944954128440367,1.5871559633027523
15,Inbound,970,11.345794392523365,12.0,0.6542056074766355
15,Inbound,980,10.35593220338983,11.016949152542374,0.6610169491525424
15,Inbound,990,9.794392523364486,9.813084112149532,0.018691588785046728
15,Inbound,1000,9.76271186440678,9.703389830508474,-0.059322033898305086
15,Inbound,1010,9.732758620689655,8.612068965517242,-1.1206896551724137
15,Inbound,1020,9.677966101694915,10.211864406779661,0.5338983050847458
15,Inbound,1030,10.283185840707965,10.08849557522124,-0.19469026548672566
15,Inbound,1040,10.34351145038168,9.755725190839694,-0.5877862595419847
15,Inbound,1050,9.681818181818182,10.7,1.018181818181818
15,Inbound,1060,9.388157894736842,9.55921052631579,0.17105263157894737
15,Inbound,1070,9.675438596491228,8.701754385964913,-0.9736842105263158
15,Inbound,1080,9.833333333333334,9.675438596491228,-0.15789473684210525
15,Inbound,1090,9.844827586206897,10.956896551724139,1.1120689655172413
