date	close
5:40	3.15
6:00	3.11
6:10	1.87
6:30	2.59
6:50	3.17
7:00	2.80
7:10	3.30
7:20	2.99
7:30	2.99
7:40	2.81
7:50	4.12
8:00	3.32
8:10	2.50
8:20	4.75
8:30	5.18
8:40	4.63
8:50	5.76
9:00	2.62
9:10	5.14
9:20	5.65
9:30	4.34
9:40	3.15
9:50	7.90
10:00	8.26
10:10	4.02
10:20	4.80
10:30	4.09
10:40	3.56
10:50	4.59
11:00	3.87
11:10	3.15
11:20	4.20
11:30	5.16
11:50	5.30
12:00	7.19
12:10	4.78
12:20	3.50
12:30	3.98
12:40	4.84
12:50	4.16
13:00	4.07
13:10	6.24
13:20	4.75
13:30	5.85
13:40	6.85
13:50	4.88
14:00	6.71
14:10	7.19
14:20	4.33
14:30	5.65
14:40	8.77
14:50	6.58
15:00	4.48
15:10	5.83
15:20	8.91
15:30	6.84
15:40	8.09
15:50	7.70
16:00	7.49
16:10	10.48
16:20	6.58
16:30	7.62
16:40	7.99
16:50	6.95
17:00	6.10
17:10	15.53
17:20	9.85
17:30	7.55
17:40	8.41
17:50	7.45
18:00	6.75
18:10	4.28
18:20	4.97
18:30	6.46
18:40	5.43
18:50	3.74
19:00	7.25
19:10	3.14
19:20	5.09
19:30	3.41
19:50	4.00
20:00	5.39
20:10	4.35
20:20	6.04
20:40	4.21
21:00	4.19
21:20	6.67
21:40	3.44
22:00	3.53
22:20	5.03
22:40	2.76
23:00	2.85
23:20	3.17
23:40	4.56
